r,black,S,K,tau,optionValue
0.03054,Over,432.4007399,460,0.234126984,0.440005256
0.03054,Under,432.4007399,415,0.234126984,23.04750529
0.03054,Under,430.9376405,425,0.345238095,16.58511818
0.03054,Under,432.4007399,410,0.234126984,27.44688162
0.03054,Over,433.6838125,435,0.123015873,5.189999998
0.03054,Over,433.6838125,455,0.123015873,0.285004919
0.03054,Over,432.4007399,430,0.234126984,11.27938028
0.03054,Over,433.6838125,440,0.123015873,2.875000003
0.03054,Under,430.9376405,405,0.345238095,32.94035452
0.03075,Over,429.5789579,450,0.341269841,2.815000782
0.03075,Over,431.4105004,440,0.119047619,2.125000022
0.03075,Over,429.5789579,465,0.341269841,0.625001733
0.03075,Under,429.5789579,415,0.341269841,23.10121645
0.03075,Over,429.5789579,470,0.341269841,0.250000033
0.03075,Over,431.4105004,450,0.119047619,0.410000525
0.03075,Over,429.8672081,455,0.23015873,0.690000197
0.03075,Under,429.5789579,420,0.341269841,19.27841234
0.03075,Over,429.5789579,435,0.341269841,8.749999998
0.03075,Under,429.5789579,405,0.341269841,31.6218247
0.03075,Under,429.8672081,410,0.23015873,25.13369013
0.03075,Under,429.8672081,415,0.23015873,20.8889521
0.03075,Over,431.4105004,430,0.119047619,7.171731097
0.03075,Under,429.8672081,405,0.23015873,29.59842815
0.03075,Over,429.8672081,435,0.23015873,6.565000022
0.03075,Over,429.5789579,430,0.341269841,11.81780445
0.03075,Under,429.8672081,425,0.23015873,12.86947605
0.03075,Over,429.8672081,440,0.23015873,4.44
0.03075,Over,429.5789579,440,0.341269841,6.250009102
0.03075,Over,429.8672081,430,0.23015873,9.649738117
0.03075,Over,429.5789579,455,0.341269841,1.624999997
0.03075,Over,429.8672081,470,0.23015873,0.125000173
0.03075,Over,429.8672081,465,0.23015873,0.185000029
0.03075,Over,431.4105004,455,0.119047619,0.160000005
0.03075,Under,429.5789579,425,0.341269841,15.58060822
0.03075,Over,429.8672081,450,0.23015873,1.505000002
0.03075,Over,429.8672081,445,0.23015873,2.565000213
0.03075,Over,431.4105004,445,0.119047619,0.940000001
0.03075,Under,431.4105004,420,0.119047619,14.85018971
0.03075,Under,429.5789579,410,0.341269841,27.29902058
0.03075,Over,429.8672081,460,0.23015873,0.470001825
0.03075,Over,431.4105004,435,0.119047619,4.005000392
0.03075,Under,431.4105004,410,0.119047619,23.78364977
0.03075,Over,431.4105004,425,0.119047619,10.58845978
0.03075,Over,429.5789579,445,0.341269841,4.439999998
0.03075,Under,431.4105004,415,0.119047619,19.08192036
0.03075,Under,429.8672081,420,0.23015873,16.51921407
0.03075,Under,431.4105004,405,0.119047619,28.45537964
0.03075,Over,429.5789579,475,0.341269841,0.16000047
0.03075,Over,429.5789579,460,0.341269841,0.875000196
0.03054,Under,431.541983,425,0.337301587,16.77751685
0.03054,Over,431.541983,435,0.337301587,10
0.03054,Over,432.8854371,455,0.226190476,0.940000012
0.03054,Over,434.3538655,455,0.115079365,0.160000011
0.03054,Over,431.541983,465,0.337301587,0.405000001
0.03054,Under,432.8854371,425,0.226190476,14.93615947
0.03054,Over,432.8854371,465,0.226190476,0.19000005
0.03054,Over,434.3538655,435,0.115079365,5.255
0.03054,Under,434.3538655,405,0.115079365,31.27474935
0.03054,Over,434.3538655,430,0.115079365,8.772458226
0.03054,Under,434.3538655,410,0.115079365,26.45229145
0.03054,Over,431.541983,460,0.337301587,0.970000084
0.03054,Under,432.8854371,415,0.226190476,23.36731896
0.03054,Over,432.8854371,460,0.226190476,0.374999999
0.03054,Under,432.8854371,405,0.226190476,32.20847843
0.03054,Over,432.8854371,430,0.226190476,11.22058811
0.03054,Under,431.541983,405,0.337301587,33.44755056
0.03054,Over,432.8854371,445,0.226190476,3.125000016
0.03054,Under,434.3538655,420,0.115079365,17.17237512
0.03054,Under,431.541983,420,0.337301587,20.78627528
0.03054,Over,434.3538655,450,0.115079365,0.47000025
0.03054,Over,434.3538655,445,0.115079365,1.250004197
0.03054,Over,431.541983,455,0.337301587,1.874999998
0.03054,Under,432.8854371,410,0.226190476,27.64789872
0.03054,Over,432.8854371,440,0.226190476,5.31500339
0.03054,Under,434.3538655,415,0.115079365,21.71983391
0.03054,Under,431.541983,410,0.337301587,28.99879213
0.03054,Over,432.8854371,435,0.226190476,8.004999997
0.03054,Over,431.541983,440,0.337301587,7.250000598
0.03054,Over,431.541983,445,0.337301587,4.94
0.03054,Under,431.541983,430,0.337301587,13.19876083
0.03054,Under,434.3538655,425,0.115079365,12.78491651
0.03054,Over,431.541983,450,0.337301587,3.065000284
0.03054,Over,432.8854371,470,0.226190476,0.125000401
0.03054,Over,431.541983,470,0.337301587,0.220000137
0.03054,Under,432.8854371,420,0.226190476,18.90173922
0.03054,Under,431.541983,415,0.337301587,24.61003371
0.03054,Over,434.3538655,440,0.115079365,2.815000001
0.03054,Over,432.8854371,450,0.226190476,1.815005009
0.03034,Over,431.372871,455,0.333333333,1.754999998
0.03034,Over,434.5360356,455,0.111111111,0.16000001
0.03034,Over,433.1969982,435,0.222222222,7.875000004
0.03034,Over,431.372871,470,0.333333333,0.315000003
0.03034,Over,433.1969982,450,0.222222222,1.75500597
0.03034,Under,431.372871,415,0.333333333,24.2387527
0.03034,Over,433.1969982,460,0.222222222,0.375011873
0.03034,Over,434.5360356,450,0.111111111,0.410000631
0.03034,Over,433.1969982,430,0.222222222,11.02640228
0.03034,Under,434.5360356,410,0.111111111,26.48086506
0.03034,Over,433.1969982,470,0.222222222,0.125000368
0.03034,Over,431.372871,440,0.333333333,6.750001412
0.03034,Over,433.1969982,455,0.222222222,0.845000035
0.03034,Over,433.1969982,445,0.222222222,2.940000023
0.03034,Over,431.372871,435,0.333333333,9.499999996
0.03034,Over,434.5360356,430,0.111111111,8.393172825
0.03034,Over,431.372871,460,0.333333333,0.875000202
0.03034,Over,431.372871,450,0.333333333,2.815000622
0.03034,Under,433.1969982,410,0.222222222,27.7070115
0.03034,Over,431.372871,465,0.333333333,0.565003981
0.03034,Over,431.372871,430,0.333333333,12.82969056
0.03034,Over,431.372871,445,0.333333333,4.565000001
0.03034,Under,433.1969982,415,0.222222222,23.36060915
0.03034,Over,434.5360356,445,0.111111111,1.065011071
0.03034,Under,431.372871,410,0.333333333,28.31344092
0.03034,Under,431.372871,425,0.333333333,16.39937635
0.03034,Over,431.372871,475,0.333333333,0.190000152
0.03034,Over,434.5360356,435,0.111111111,5.125000006
0.03034,Under,431.372871,420,0.333333333,20.16406452
0.03034,Over,434.5360356,425,0.111111111,12.53134609
0.03034,Under,431.372871,405,0.333333333,32.7631291
0.03034,Under,433.1969982,405,0.222222222,32.29341373
0.03034,Under,433.1969982,425,0.222222222,14.80780456
0.03034,Over,434.5360356,440,0.111111111,2.755000001
0.03034,Under,434.5360356,420,0.111111111,16.94952364
0.03034,Under,434.5360356,415,0.111111111,21.62269949
0.03034,Under,433.1969982,420,0.222222222,18.89420686
0.03034,Under,434.5360356,405,0.111111111,31.33903696
0.03034,Over,433.1969982,440,0.222222222,5.125003476
0.03034,Over,433.1969982,465,0.222222222,0.155000247
0.03013,Over,437.340595,470,0.21031746,0.125000727
0.03013,Over,437.340595,435,0.21031746,10.15342401
0.03013,Under,438.8067653,410,0.099206349,30.44046128
0.03013,Over,435.699325,475,0.321428571,0.125004905
0.03013,Over,437.340595,465,0.21031746,0.280000001
0.03013,Under,435.699325,420,0.321428571,23.31224206
0.03013,Over,435.699325,455,0.321428571,2.440002187
0.03013,Over,438.8067653,450,0.099206349,0.845000001
0.03013,Over,438.8067653,445,0.099206349,2.005000006
0.03013,Over,435.699325,460,0.321428571,1.409999999
0.03013,Over,435.699325,465,0.321428571,0.625002575
0.03013,Under,437.340595,425,0.21031746,17.7802476
0.03013,Over,438.8067653,435,0.099206349,7.67007688
0.03013,Over,435.699325,470,0.321428571,0.315000008
0.03013,Under,438.8067653,425,0.099206349,16.11023331
0.03013,Under,435.699325,410,0.321428571,31.9058632
0.03013,Over,437.340595,445,0.21031746,4.19
0.03013,Under,435.699325,430,0.321428571,15.59362102
0.03013,Over,438.8067653,440,0.099206349,4.375000002
0.03013,Under,437.340595,415,0.21031746,26.8670793
0.03013,Over,438.8067653,430,0.099206349,11.78015388
0.03013,Over,437.340595,440,0.21031746,6.875000004
0.03013,Over,438.8067653,455,0.099206349,0.22
0.03013,Under,437.340595,405,0.21031746,35.96391099
0.03013,Over,437.340595,430,0.21031746,13.81183171
0.03013,Over,435.699325,445,0.321428571,6.250005016
0.03013,Over,435.699325,435,0.321428571,11.58181298
0.03013,Under,435.699325,425,0.321428571,19.30043154
0.03013,Under,438.8067653,415,0.099206349,25.54538595
0.03013,Over,437.340595,450,0.21031746,2.440000173
0.03013,Under,437.340595,410,0.21031746,31.30549519
0.03013,Under,435.699325,415,0.321428571,27.32405274
0.03013,Over,437.340595,455,0.21031746,1.254999998
0.03013,Under,435.699325,405,0.321428571,36.47767365
0.03013,Under,438.8067653,405,0.099206349,35.29553926
0.03013,Over,437.340595,460,0.21031746,0.56500093
0.03013,Under,438.8067653,420,0.099206349,20.75031266
0.03013,Under,437.340595,420,0.21031746,22.21366351
0.03013,Over,435.699325,440,0.321428571,8.879999997
0.03013,Over,435.699325,450,0.321428571,4.065000001
0.03013,Under,436.8978738,420,0.206349206,21.62603989
0.03013,Under,438.2392193,410,0.095238095,29.82403769
0.03013,Over,435.751429,450,0.317460317,3.815000009
0.03013,Over,436.8978738,440,0.206349206,6.750000003
0.03013,Over,438.2392193,445,0.095238095,1.815000021
0.03013,Over,436.8978738,465,0.206349206,0.285000002
0.03013,Over,435.751429,435,0.317460317,11.52240517
0.03013,Over,435.751429,430,0.317460317,15.03480521
0.03013,Over,438.2392193,460,0.095238095,0.125000014
0.03013,Under,435.751429,425,0.317460317,18.86220782
0.03013,Over,438.2392193,435,0.095238095,7.110672948
0.03013,Over,438.2392193,440,0.095238095,3.94
0.03013,Under,438.2392193,420,0.095238095,20.13269659
0.03013,Over,436.8978738,445,0.206349206,4.439999997
0.03013,Over,435.751429,470,0.317460317,0.410000001
0.03013,Under,435.751429,405,0.317460317,36.36181838
0.03013,Under,435.751429,410,0.317460317,31.84441578
0.03013,Under,436.8978738,405,0.206349206,35.47306952
0.03013,Under,435.751429,415,0.317460317,27.39201313
0.03013,Under,436.8978738,415,0.206349206,26.16004986
0.03013,Over,436.8978738,435,0.206349206,9.599016192
0.03013,Over,435.751429,445,0.317460317,6.190005251
0.03013,Over,438.2392193,455,0.095238095,0.315001617
0.03013,Over,436.8978738,455,0.206349206,1.25
0.03013,Under,435.751429,420,0.317460317,23.06461045
0.03013,Over,436.8978738,460,0.206349206,0.655000236
0.03013,Over,435.751429,475,0.317460317,0.160000951
0.03013,Over,436.8978738,470,0.206349206,0.155000105
0.03013,Over,438.2392193,450,0.095238095,0.779999999
0.03013,Over,435.751429,465,0.317460317,0.68500123
0.03013,Over,436.8978738,450,0.206349206,2.440000185
0.03013,Under,438.2392193,425,0.095238095,15.49202133
0.03013,Over,435.751429,440,0.317460317,8.880000001
0.03013,Under,436.8978738,410,0.206349206,30.9090596
0.03013,Over,435.751429,455,0.317460317,2.255003913
0.03013,Under,438.2392193,415,0.095238095,24.92836609
0.03013,Over,438.2392193,430,0.095238095,11.161346
0.03013,Over,435.751429,460,0.317460317,1.185000011
0.03013,Under,438.2392193,405,0.095238095,34.64971881
0.03013,Under,436.8978738,425,0.206349206,17.31202982
0.03013,Over,436.8978738,430,0.206349206,13.31801986
0.02972,Over,433.7295652,475,0.313492063,0.155000698
0.02972,Over,436.8680998,440,0.091269841,3.125001375
0.02972,Under,436.8680998,425,0.091269841,14.17436822
0.02972,Over,435.8014478,450,0.202380952,2.125000739
0.02972,Over,433.7295652,440,0.313492063,7.815000015
0.02972,Over,435.8014478,460,0.202380952,0.565000594
0.02972,Over,433.7295652,450,0.313492063,3.565000032
0.02972,Over,435.8014478,455,0.202380952,1.185000001
0.02972,Under,433.7295652,415,0.313492063,25.95315712
0.02972,Under,433.7295652,430,0.313492063,14.15727331
0.02972,Over,433.7295652,445,0.313492063,5.565000001
0.02972,Under,435.8014478,425,0.202380952,16.60504936
0.02972,Over,436.8680998,445,0.091269841,1.315000793
0.02972,Under,435.8014478,405,0.202380952,34.42011517
0.02972,Under,435.8014478,420,0.202380952,20.76006585
0.02972,Over,436.8680998,430,0.091269841,9.93791138
0.02972,Under,435.8014478,430,0.202380952,12.69503291
0.02972,Under,435.8014478,415,0.202380952,25.2600823
0.02972,Over,436.8680998,450,0.091269841,0.500000051
0.02972,Over,433.7295652,455,0.313492063,2.125006476
0.02972,Under,433.7295652,410,0.313492063,30.28678855
0.02972,Under,436.8680998,420,0.091269841,18.94582306
0.02972,Under,435.8014478,410,0.202380952,29.82509873
0.02972,Over,435.8014478,445,0.202380952,3.755000002
0.02972,Over,433.7295652,460,0.313492063,1.220000006
0.02972,Over,433.7295652,465,0.313492063,0.500008255
0.02972,Under,433.7295652,405,0.313492063,34.80041996
0.02972,Under,436.8680998,410,0.091269841,28.3887341
0.02972,Over,435.8014478,440,0.202380952,6.255000005
0.02972,Over,435.8014478,435,0.202380952,9.285016968
0.02972,Over,433.7295652,470,0.313492063,0.190000362
0.02972,Over,436.8680998,455,0.091269841,0.160000003
0.02972,Under,436.8680998,405,0.091269841,33.21518976
0.02972,Over,435.8014478,470,0.202380952,0.155000058
0.02972,Over,435.8014478,465,0.202380952,0.345008178
0.02972,Over,436.8680998,435,0.091269841,6.236461656
0.02972,Under,433.7295652,420,0.313492063,21.6895257
0.02972,Under,436.8680998,415,0.091269841,23.61727859
0.02972,Under,433.7295652,425,0.313492063,17.73589427
0.02972,Over,433.7295652,435,0.313492063,10.45363148
0.02962,Under,436.2317107,410,0.198412698,30.10420757
0.02962,Over,435.1144736,475,0.30952381,0.155000844
0.02962,Under,437.4886857,405,0.087301587,33.81461141
0.02962,Over,437.4886857,450,0.087301587,0.565000013
0.02962,Under,437.4886857,415,0.087301587,24.06043732
0.02962,Under,435.1144736,430,0.30952381,14.91373804
0.02962,Under,437.4886857,425,0.087301587,14.7462626
0.02962,Over,435.1144736,460,0.30952381,1.315000004
0.02962,Under,435.1144736,420,0.30952381,22.82247608
0.02962,Over,435.1144736,445,0.30952381,5.750000003
0.02962,Over,437.4886857,435,0.087301587,6.552087338
0.02962,Over,437.4886857,440,0.087301587,3.440000134
0.02962,Over,436.2317107,450,0.198412698,2.155000574
0.02962,Over,435.1144736,455,0.30952381,2.375002483
0.02962,Over,437.4886857,445,0.087301587,1.470000211
0.02962,Under,435.1144736,425,0.30952381,18.80810706
0.02962,Over,437.4886857,455,0.087301587,0.160000003
0.02962,Under,435.1144736,415,0.30952381,27.0918451
0.02962,Under,436.2317107,420,0.198412698,21.06780507
0.02962,Under,437.4886857,420,0.087301587,19.29335147
0.02962,Over,436.2317107,440,0.198412698,6.249999997
0.02962,Over,436.2317107,475,0.198412698,0.125000057
0.02962,Under,435.1144736,410,0.30952381,31.48121412
0.02962,Over,436.2317107,465,0.198412698,0.220000009
0.02962,Over,435.1144736,440,0.30952381,8.380000004
0.02962,Over,436.2317107,455,0.198412698,1.255000001
0.02962,Under,435.1144736,405,0.30952381,35.93558313
0.02962,Over,436.2317107,445,0.198412698,3.875000003
0.02962,Over,435.1144736,435,0.30952381,11.39936951
0.02962,Over,436.2317107,435,0.198412698,9.28570255
0.02962,Over,437.4886857,430,0.087301587,10.4141747
0.02962,Under,436.2317107,425,0.198412698,16.72710378
0.02962,Over,435.1144736,480,0.30952381,0.125001401
0.02962,Under,436.2317107,415,0.198412698,25.47850636
0.02962,Over,435.1144736,470,0.30952381,0.345000001
0.02962,Under,436.2317107,405,0.198412698,34.72990881
0.02962,Over,436.2317107,460,0.198412698,0.595000366
0.02962,Over,436.2317107,470,0.198412698,0.155000054
0.02962,Under,437.4886857,410,0.087301587,28.92252403
0.02962,Under,436.2317107,430,0.198412698,12.87640251
0.02962,Over,435.1144736,450,0.30952381,3.815000011
0.02962,Over,435.1144736,465,0.30952381,0.655001391
0.02962,Over,435.7231281,445,0.194444444,3.815000003
0.02962,Over,434.0357221,460,0.305555556,1.375
0.02962,Over,435.7231281,435,0.194444444,9.036285945
0.02962,Over,434.0357221,470,0.305555556,0.345000001
0.02962,Under,435.7231281,415,0.194444444,25.17142774
0.02962,Over,434.0357221,480,0.305555556,0.125000937
0.02962,Over,435.7231281,455,0.194444444,1.065000002
0.02962,Over,435.7231281,460,0.194444444,0.595000287
0.02962,Under,435.7231281,410,0.194444444,29.70271328
0.02962,Under,435.7231281,420,0.194444444,20.7001422
0.02962,Under,434.0357221,405,0.305555556,34.86965971
0.02962,Under,435.7231281,430,0.194444444,12.50757109
0.02962,Over,434.0357221,455,0.305555556,2.190004623
0.02962,Over,436.4152726,450,0.083333333,0.500000027
0.02962,Over,436.4152726,435,0.083333333,5.492677333
0.02962,Under,434.0357221,415,0.305555556,26.02975694
0.02962,Over,434.0357221,465,0.305555556,0.685000784
0.02962,Over,436.4152726,440,0.083333333,3.065003417
0.02962,Over,436.4152726,455,0.083333333,0.160000001
0.02962,Under,434.0357221,410,0.305555556,30.41470833
0.02962,Over,434.0357221,445,0.305555556,5.630000002
0.02962,Under,436.4152726,410,0.083333333,27.86604132
0.02962,Under,435.7231281,425,0.194444444,16.41885665
0.02962,Under,436.4152726,420,0.083333333,18.32569456
0.02962,Over,435.7231281,470,0.194444444,0.155000035
0.02962,Over,436.4152726,430,0.083333333,9.415347113
0.02962,Over,435.7231281,465,0.194444444,0.345006039
0.02962,Over,435.7231281,440,0.194444444,6.065000019
0.02962,Under,434.0357221,425,0.305555556,18.05485416
0.02962,Over,434.0357221,475,0.305555556,0.155000596
0.02962,Over,434.0357221,440,0.305555556,8.000000005
0.02962,Over,434.0357221,450,0.305555556,3.69000002
0.02962,Under,435.7231281,405,0.194444444,34.29899883
0.02962,Over,434.0357221,435,0.305555556,10.70495145
0.02962,Over,435.7231281,475,0.194444444,0.125000034
0.02962,Under,434.0357221,430,0.305555556,14.34991257
0.02962,Under,434.0357221,420,0.305555556,22.00980555
0.02962,Under,436.4152726,405,0.083333333,32.72871864
0.02962,Under,436.4152726,415,0.083333333,23.03336785
0.02962,Over,436.4152726,445,0.083333333,1.34500054
0.02962,Over,435.7231281,450,0.194444444,2.255000368
0.02962,Under,436.4152726,425,0.083333333,13.7430209
0.02962,Under,438.4345037,420,0.293650794,25.13679565
0.02962,Over,438.4345037,460,0.293650794,1.845
0.02962,Under,440.0024167,405,0.182539683,38.09627561
0.02962,Under,441.3800698,405,0.071428571,37.42602828
0.02962,Over,441.3800698,435,0.071428571,8.894432655
0.02962,Under,440.0024167,420,0.182539683,23.9571555
0.02962,Over,438.4345037,475,0.293650794,0.220000073
0.02962,Over,440.0024167,450,0.182539683,3.005000003
0.02962,Under,438.4345037,430,0.293650794,16.72339781
0.02962,Under,438.4345037,405,0.293650794,38.56689235
0.02962,Over,438.4345037,470,0.293650794,0.505005836
0.02962,Over,440.0024167,445,0.182539683,5.065000525
0.02962,Over,441.3800698,440,0.071428571,5.065004026
0.02962,Under,438.4345037,415,0.293650794,29.34349465
0.02962,Under,440.0024167,415,0.182539683,28.49019439
0.02962,Over,440.0024167,470,0.182539683,0.155000085
0.02962,Over,440.0024167,455,0.182539683,1.625005173
0.02962,Over,438.4345037,480,0.293650794,0.155000434
0.02962,Under,441.3800698,430,0.071428571,13.28886627
0.02962,Over,441.3800698,455,0.071428571,0.280001458
0.02962,Under,441.3800698,410,0.071428571,32.49659567
0.02962,Over,438.4345037,445,0.293650794,7.315000074
0.02962,Under,441.3800698,415,0.071428571,27.60216834
0.02962,Over,438.4345037,440,0.293650794,10.00000001
0.02962,Under,438.4345037,410,0.293650794,33.99019347
0.02962,Under,440.0024167,430,0.182539683,15.35607766
0.02962,Over,441.3800698,450,0.071428571,0.84501122
0.02962,Over,441.3800698,445,0.071428571,2.345
0.02962,Over,440.0024167,435,0.182539683,11.47303883
0.02962,Under,440.0024167,425,0.182539683,19.57411654
0.02962,Under,441.3800698,420,0.071428571,22.70773078
0.02962,Over,438.4345037,465,0.293650794,0.970000049
0.02962,Over,440.0024167,460,0.182539683,0.815000018
0.02962,Under,438.4345037,425,0.293650794,21.05509672
0.02962,Under,441.3800698,425,0.071428571,17.90330029
0.02962,Over,440.0024167,465,0.182539683,0.250000003
0.02962,Over,440.0024167,440,0.182539683,7.940000149
0.02962,Over,438.4345037,455,0.293650794,3.125000121
0.02962,Over,440.0024167,475,0.182539683,0.125000101
0.02962,Over,438.4345037,435,0.293650794,13.01669891
0.02962,Over,438.4345037,450,0.293650794,5.065000004
0.02962,Under,440.0024167,410,0.182539683,33.27823297
0.03023,Over,439.2501022,460,0.28968254,1.755
0.03023,Over,441.8434249,445,0.067460317,2.505006422
0.03023,Over,439.2501022,480,0.28968254,0.125002074
0.03023,Over,439.2501022,470,0.28968254,0.345000002
0.03023,Under,439.2501022,405,0.28968254,39.40624515
0.03023,Over,440.4192668,440,0.178571429,8.103082084
0.03023,Under,439.2501022,420,0.28968254,25.91702824
0.03023,Over,440.4192668,445,0.178571429,5.315000147
0.03023,Under,439.2501022,430,0.28968254,17.68921693
0.03023,Under,441.8434249,425,0.067460317,18.39925528
0.03023,Over,441.8434249,455,0.067460317,0.315000492
0.03023,Under,439.2501022,425,0.28968254,21.52062258
0.03023,Over,439.2501022,440,0.28968254,10.33640578
0.03023,Over,440.4192668,435,0.178571429,11.5161633
0.03023,Under,440.4192668,415,0.178571429,28.90349002
0.03023,Under,441.8434249,405,0.067460317,37.85851015
0.03023,Under,441.8434249,420,0.067460317,23.13906885
0.03023,Under,440.4192668,430,0.178571429,15.48924497
0.03023,Under,440.4192668,410,0.178571429,33.65657155
0.03023,Over,439.2501022,455,0.28968254,3.190000076
0.03023,Over,440.4192668,455,0.178571429,1.690003454
0.03023,Under,439.2501022,415,0.28968254,30.12343395
0.03023,Under,441.8434249,415,0.067460317,27.96888876
0.03023,Over,439.2501022,465,0.28968254,0.940000062
0.03023,Over,439.2501022,445,0.28968254,7.380000012
0.03023,Over,439.2501022,475,0.28968254,0.155001138
0.03023,Over,440.4192668,450,0.178571429,3.065000001
0.03023,Under,441.8434249,430,0.067460317,13.56444372
0.03023,Over,439.2501022,435,0.28968254,13.67281129
0.03023,Under,440.4192668,425,0.178571429,19.8323267
0.03023,Over,439.2501022,450,0.28968254,4.940000002
0.03023,Over,441.8434249,435,0.067460317,9.169627618
0.03023,Under,439.2501022,410,0.28968254,34.69983955
0.03023,Over,441.8434249,440,0.067460317,5.179813763
0.03023,Under,440.4192668,420,0.178571429,24.27540848
0.03023,Over,441.8434249,450,0.067460317,0.905005565
0.03023,Over,440.4192668,465,0.178571429,0.285000001
0.03023,Under,441.8434249,410,0.067460317,32.92869658
0.03023,Over,440.4192668,460,0.178571429,0.78000003
0.03023,Under,440.4192668,405,0.178571429,38.47465421
0.02993,Under,445.4044911,420,0.174603175,28.75363311
0.02993,Over,446.7356691,440,0.063492063,9.041014929
0.02993,Under,444.0382639,405,0.285714286,43.86182639
0.02993,Over,445.4044911,460,0.174603175,1.625004668
0.02993,Over,446.7356691,435,0.063492063,13.25153225
0.02993,Under,445.4044911,430,0.174603175,19.71075531
0.02993,Under,444.0382639,425,0.285714286,25.72212579
0.02993,Over,445.4044911,450,0.174603175,5.315000173
0.02993,Over,444.0382639,480,0.285714286,0.19000026
0.02993,Over,446.7356691,445,0.063492063,5.205513998
0.02993,Over,444.0382639,445,0.285714286,10.07742525
0.02993,Over,445.4044911,470,0.174603175,0.285
0.02993,Under,444.0382639,420,0.285714286,29.98955098
0.02993,Under,445.4044911,410,0.174603175,38.41651169
0.02993,Over,444.0382639,465,0.285714286,1.690000002
0.02993,Under,444.0382639,410,0.285714286,39.15440124
0.02993,Over,445.4044911,445,0.174603175,8.288939046
0.02993,Under,446.7356691,430,0.063492063,18.14703058
0.02993,Over,446.7356691,455,0.063492063,0.815010085
0.02993,Over,444.0382639,475,0.285714286,0.405000002
0.02993,Under,446.7356691,420,0.063492063,27.81304542
0.02993,Over,445.4044911,440,0.174603175,11.57287758
0.02993,Under,446.7356691,410,0.063492063,37.70405969
0.02993,Over,444.0382639,440,0.285714286,13.47485031
0.02993,Over,444.0382639,470,0.285714286,0.785000339
0.02993,Over,444.0382639,455,0.285714286,4.940000001
0.02993,Over,444.0382639,450,0.285714286,7.250000021
0.02993,Over,445.4044911,455,0.174603175,2.940000007
0.02993,Over,444.0382639,460,0.285714286,2.940000191
0.02993,Under,446.7356691,415,0.063492063,32.74355217
0.02993,Under,444.0382639,430,0.285714286,21.51470062
0.02993,Under,444.0382639,415,0.285714286,34.5769761
0.02993,Under,444.0382639,435,0.285714286,17.30727546
0.02993,Over,446.7356691,450,0.063492063,2.405009835
0.02993,Under,446.7356691,425,0.063492063,22.98253719
0.02993,Under,445.4044911,435,0.174603175,15.48681639
0.02993,Under,445.4044911,405,0.174603175,43.11044913
0.02993,Over,446.7356691,460,0.063492063,0.315000372
0.02993,Under,445.4044911,425,0.174603175,24.18469427
0.02993,Over,445.4044911,465,0.174603175,0.780000029
0.02993,Under,445.4044911,415,0.174603175,33.50757158
0.02962,Over,446.2002336,465,0.281746032,2.125004735
0.02962,Under,448.4573061,435,0.05952381,14.9135791
0.02962,Under,447.1663451,405,0.170634921,44.8031436
0.02962,Over,447.1663451,455,0.170634921,3.814999997
0.02962,Under,447.1663451,425,0.170634921,25.74896384
0.02962,Under,448.4573061,430,0.05952381,19.7797692
0.02962,Over,446.2002336,455,0.281746032,5.75000779
0.02962,Over,448.4573061,455,0.05952381,1.315000123
0.02962,Under,446.2002336,405,0.281746032,45.72102336
0.02962,Over,446.2002336,450,0.281746032,8.379999997
0.02962,Under,446.2002336,430,0.281746032,22.96378819
0.02962,Under,447.1663451,430,0.170634921,21.27417101
0.02962,Under,446.2002336,435,0.281746032,18.94034112
0.02962,Under,447.1663451,410,0.170634921,40.01334181
0.02962,Over,446.2002336,460,0.281746032,3.440000021
0.02962,Under,448.4573061,425,0.05952381,24.61596203
0.02962,Under,447.1663451,415,0.170634921,35.19854907
0.02962,Over,446.2002336,475,0.281746032,0.535004914
0.02962,Under,446.2002336,420,0.281746032,31.81568232
0.02962,Over,448.4573061,465,0.05952381,0.190002808
0.02962,Under,447.1663451,435,0.170634921,16.86437821
0.02962,Over,446.2002336,480,0.281746032,0.255000028
0.02962,Under,448.4573061,415,0.05952381,34.50334603
0.02962,Over,447.1663451,475,0.170634921,0.190000018
0.02962,Over,447.1663451,460,0.170634921,2.125000383
0.02962,Under,448.4573061,420,0.05952381,29.47715375
0.02962,Over,447.1663451,440,0.170634921,12.82458545
0.02962,Over,448.4573061,460,0.05952381,0.44000002
0.02962,Under,447.1663451,420,0.170634921,30.40875642
0.02962,Over,447.1663451,470,0.170634921,0.470001374
0.02962,Under,448.4573061,440,0.05952381,10.51738468
0.02962,Over,447.1663451,465,0.170634921,1.095
0.02962,Over,446.2002336,470,0.281746032,1.125000009
0.02962,Over,446.2002336,445,0.281746032,11.40344951
0.02962,Under,448.4573061,410,0.05952381,39.33953833
0.02962,Over,447.1663451,450,0.170634921,6.124999999
0.02962,Over,446.2002336,440,0.281746032,14.92189408
0.02962,Under,446.2002336,415,0.281746032,36.40412931
0.02962,Over,448.4573061,450,0.05952381,3.190000007
0.02962,Over,448.4573061,445,0.05952381,6.55619229
0.02962,Over,447.1663451,445,0.170634921,9.224797666
0.02962,Under,446.2002336,410,0.281746032,40.98257634
0.02962,Under,446.2002336,425,0.281746032,27.35723526
0.02962,Over,445.25269,475,0.277777778,0.625001347
0.02962,Under,445.25269,435,0.277777778,18.25708967
0.02962,Under,446.7189744,425,0.166666667,25.22188776
0.02962,Over,445.25269,465,0.277777778,2.065005846
